SVI Theme: Minority Status & Language; Overall Minority Status & Language (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Minority Status & Language-2018-Percentile
46073,Jerauld County,South Dakota,7.3,0.1455
48003,Andrews County,Texas,7.3,0.9694
48031,Blanco County,Texas,7.3,0.7367
48063,Camp County,Texas,7.3,0.9118
48071,Chambers County,Texas,7.3,0.859
48099,Coryell County,Texas,7.3,0.7972
48285,Lavaca County,Texas,7.3,0.7561
48337,Montague County,Texas,7.3,0.674
48343,Morris County,Texas,7.3,0.7402
48407,San Jacinto County,Texas,7.3,0.78
48471,Walker County,Texas,7.3,0.8895
50015,Lamoille County,Vermont,7.3,0.0793
51043,Clarke County,Virginia,7.3,0.4495
51079,Greene County,Virginia,7.3,0.4779
51580,Covington City,Virginia,7.3,0.2585
51640,Galax City,Virginia,7.3,0.8255
51660,Harrisonburg City,Virginia,7.3,0.893
55023,Crawford County,Wisconsin,7.3,0.291
55059,Kenosha County,Wisconsin,7.3,0.6969
55065,Lafayette County,Wisconsin,7.3,0.3429
55083,Oconto County,Wisconsin,7.3,0.2194
55133,Waukesha County,Wisconsin,7.3,0.4164
56005,Campbell County,Wyoming,7.3,0.5365
56009,Converse County,Wyoming,7.3,0.2448
02158,Kusilvak Census Area,Alaska,7.4,0.8701
06023,Humboldt County,California,7.4,0.7459
06043,Mariposa County,California,7.4,0.618
06081,San Mateo County,California,7.4,0.9682
08011,Bent County,Colorado,7.4,0.8313
08057,Jackson County,Colorado,7.4,0.6772
12071,Lee County,Florida,7.4,0.8768
13027,Brooks County,Georgia,7.4,0.8586
13117,Forsyth County,Georgia,7.4,0.7845
13119,Franklin County,Georgia,7.4,0.6227
13123,Gilmer County,Georgia,7.4,0.7049
13311,White County,Georgia,7.4,0.3782
16039,Elmore County,Idaho,7.4,0.8007
17063,Grundy County,Illinois,7.4,0.5037
17075,Iroquois County,Illinois,7.4,0.4963
17117,Macoupin County,Illinois,7.4,0.0729
17149,Pike County,Illinois,7.4,0.0812
17183,Vermilion County,Illinois,7.4,0.539
18051,Gibson County,Indiana,7.4,0.1318
19043,Clayton County,Iowa,7.4,0.2471
19157,Poweshiek County,Iowa,7.4,0.3658
20101,Lane County,Kansas,7.4,0.1936
21185,Oldham County,Kentucky,7.4,0.3279
21187,Owen County,Kentucky,7.4,0.1503
21209,Scott County,Kentucky,7.4,0.5279
22023,Cameron Parish,Louisiana,7.4,0.6313
24035,Queen Anne&#39;s County,Maryland,7.4,0.5339
26005,Allegan County,Michigan,7.4,0.4202
26029,Charlevoix County,Michigan,7.4,0.1897
26111,Midland County,Michigan,7.4,0.1987
27043,Faribault County,Minnesota,7.4,0.2849
29019,Boone County,Missouri,7.4,0.6313
29135,Moniteau County,Missouri,7.4,0.4769
29153,Ozark County,Missouri,7.4,0.0252
29199,Scotland County,Missouri,7.4,0.0226
31103,Keya Paha County,Nebraska,7.4,0.0032
34039,Union County,New Jersey,7.4,0.9745
35001,Bernalillo County,New Mexico,7.4,0.9436
35037,Quay County,New Mexico,7.4,0.7867
37037,Chatham County,North Carolina,7.4,0.8284
37055,Dare County,North Carolina,7.4,0.616
37063,Durham County,North Carolina,7.4,0.9577
37167,Stanly County,North Carolina,7.4,0.589
38003,Barnes County,North Dakota,7.4,0.0917
38051,Mcintosh County,North Dakota,7.4,0.1111
38053,Mckenzie County,North Dakota,7.4,0.7058
39109,Miami County,Ohio,7.4,0.291
40007,Beaver County,Oklahoma,7.4,0.8399
41065,Wasco County,Oregon,7.4,0.8036
42099,Perry County,Pennsylvania,7.4,0.1643
46025,Clark County,South Dakota,7.4,0.2592
47049,Fentress County,Tennessee,7.4,0.0318
47169,Trousdale County,Tennessee,7.4,0.4177
48025,Bee County,Texas,7.4,0.9296
48051,Burleson County,Texas,7.4,0.8402
48089,Colorado County,Texas,7.4,0.9204
48145,Falls County,Texas,7.4,0.8819
48149,Fayette County,Texas,7.4,0.7736
48175,Goliad County,Texas,7.4,0.7644
48227,Howard County,Texas,7.4,0.9529
48335,Mitchell County,Texas,7.4,0.9245
48345,Motley County,Texas,7.4,0.5107
49001,Beaver County,Utah,7.4,0.6555
51077,Grayson County,Virginia,7.4,0.3754
51600,Fairfax City,Virginia,7.4,0.9214
51790,Staunton City,Virginia,7.4,0.603
53043,Lincoln County,Washington,7.4,0.2792
53051,Pend Oreille County,Washington,7.4,0.2894
53073,Whatcom County,Washington,7.4,0.694
55045,Green County,Wisconsin,7.4,0.2728
55107,Rusk County,Wisconsin,7.4,0.1958
55131,Washington County,Wisconsin,7.4,0.2786
56043,Washakie County,Wyoming,7.4,0.3687
02185,North Slope Borough,Alaska,7.5,0.8115
06049,Modoc County,California,7.5,0.7822
06055,Napa County,California,7.5,0.9491
08025,Crowley County,Colorado,7.5,0.8507
08121,Washington County,Colorado,7.5,0.5084
13127,Glynn County,Georgia,7.5,0.7908
16009,Benewah County,Idaho,7.5,0.3365
16061,Lewis County,Idaho,7.5,0.4559
17003,Alexander County,Illinois,7.5,0.4209
17005,Bond County,Illinois,7.5,0.2607
17011,Bureau County,Illinois,7.5,0.5454
17097,Lake County,Illinois,7.5,0.8949
17191,Wayne County,Illinois,7.5,0.2658
18123,Perry County,Indiana,7.5,0.0926
19017,Bremer County,Iowa,7.5,0.1783
19025,Calhoun County,Iowa,7.5,0.0831
19033,Cerro Gordo County,Iowa,7.5,0.3187
19063,Emmet County,Iowa,7.5,0.6046
19137,Montgomery County,Iowa,7.5,0.3356
20007,Barber County,Kansas,7.5,0.3687
20019,Chautauqua County,Kansas,7.5,0.2385
20043,Doniphan County,Kansas,7.5,0.1369
20079,Harvey County,Kansas,7.5,0.5957
20147,Phillips County,Kansas,7.5,0.2292
20163,Rooks County,Kansas,7.5,0.0592
21049,Clark County,Kentucky,7.5,0.4626
26003,Alger County,Michigan,7.5,0.3521
27001,Aitkin County,Minnesota,7.5,0.135
27039,Dodge County,Minnesota,7.5,0.3244
27041,Douglas County,Minnesota,7.5,0.0764
27153,Todd County,Minnesota,7.5,0.5575
29137,Monroe County,Missouri,7.5,0.2114
29147,Nodaway County,Missouri,7.5,0.1706
29197,Schuyler County,Missouri,7.5,0.0261
31083,Harlan County,Nebraska,7.5,0.2257
31145,Red Willow County,Nebraska,7.5,0.2343
31149,Rock County,Nebraska,7.5,0.1592
31171,Thomas County,Nebraska,7.5,0.007
31181,Webster County,Nebraska,7.5,0.1146
31183,Wheeler County,Nebraska,7.5,0.0022
34003,Bergen County,New Jersey,7.5,0.9287
35017,Grant County,New Mexico,7.5,0.8208
36091,Saratoga County,New York,7.5,0.3273
36113,Warren County,New York,7.5,0.256
37009,Ashe County,North Carolina,7.5,0.3916
40003,Alfalfa County,Oklahoma,7.5,0.5868
40025,Cimarron County,Oklahoma,7.5,0.772
40033,Cotton County,Oklahoma,7.5,0.2929
40105,Nowata County,Oklahoma,7.5,0.5224
41025,Harney County,Oregon,7.5,0.3543
46033,Custer County,South Dakota,7.5,0.455
46043,Douglas County,South Dakota,7.5,0.0793
46093,Meade County,South Dakota,7.5,0.2206
46107,Potter County,South Dakota,7.5,0.0958
47015,Cannon County,Tennessee,7.5,0.1293
47055,Giles County,Tennessee,7.5,0.3846
47095,Lake County,Tennessee,7.5,0.3906
48049,Brown County,Texas,7.5,0.7692
48265,Kerr County,Texas,7.5,0.7997
48315,Marion County,Texas,7.5,0.7488
48377,Presidio County,Texas,7.5,0.9978
48409,San Patricio County,Texas,7.5,0.9494
48445,Terry County,Texas,7.5,0.9669
48453,Travis County,Texas,7.5,0.9484
48467,Van Zandt County,Texas,7.5,0.6094
49009,Daggett County,Utah,7.5,0.3429
49049,Utah County,Utah,7.5,0.6705
50017,Orange County,Vermont,7.5,0.0901
51061,Fauquier County,Virginia,7.5,0.645
51119,Middlesex County,Virginia,7.5,0.2827
51127,New Kent County,Virginia,7.5,0.2716
51145,Powhatan County,Virginia,7.5,0.2907
51678,Lexington City,Virginia,7.5,0.2493
51750,Radford City,Virginia,7.5,0.3604
53019,Ferry County,Washington,7.5,0.6457
55003,Ashland County,Wisconsin,7.5,0.2805
55067,Langlade County,Wisconsin,7.5,0.256
55113,Sawyer County,Wisconsin,7.5,0.3696
55119,Taylor County,Wisconsin,7.5,0.2471
04019,Pima County,Arizona,7.6,0.9277
05017,Chicot County,Arkansas,7.6,0.8271
05021,Clay County,Arkansas,7.6,0.0544
05063,Independence County,Arkansas,7.6,0.5552
06013,Contra Costa County,California,7.6,0.9564
06111,Ventura County,California,7.6,0.9628
08009,Baca County,Colorado,7.6,0.68
08043,Fremont County,Colorado,7.6,0.6765
08105,Rio Grande County,Colorado,7.6,0.9201
13011,Banks County,Georgia,7.6,0.6081
13137,Habersham County,Georgia,7.6,0.8112
13249,Schley County,Georgia,7.6,0.5355
13275,Thomas County,Georgia,7.6,0.7338
16021,Boundary County,Idaho,7.6,0.3903
16047,Gooding County,Idaho,7.6,0.8835
17021,Christian County,Illinois,7.6,0.1016
17041,Douglas County,Illinois,7.6,0.4919
17109,Mcdonough County,Illinois,7.6,0.3664
17193,White County,Illinois,7.6,0.1398
18049,Fulton County,Indiana,7.6,0.4082
19031,Cedar County,Iowa,7.6,0.1611
19067,Floyd County,Iowa,7.6,0.3585
19097,Jackson County,Iowa,7.6,0.022
19103,Johnson County,Iowa,7.6,0.7494
19197,Wright County,Iowa,7.6,0.666
20093,Kearny County,Kansas,7.6,0.8071
20161,Riley County,Kansas,7.6,0.6539
20193,Thomas County,Kansas,7.6,0.362
20197,Wabaunsee County,Kansas,7.6,0.177
20207,Woodson County,Kansas,7.6,0.2802
21143,Lyon County,Kentucky,7.6,0.2159
22081,Red River Parish,Louisiana,7.6,0.687
24013,Carroll County,Maryland,7.6,0.3429
26043,Dickinson County,Michigan,7.6,0.099
26085,Lake County,Michigan,7.6,0.2967
26095,Luce County,Michigan,7.6,0.4037
26103,Marquette County,Michigan,7.6,0.3276
26139,Ottawa County,Michigan,7.6,0.6469
26151,Sanilac County,Michigan,7.6,0.2814
26155,Shiawassee County,Michigan,7.6,0.0926
27021,Cass County,Minnesota,7.6,0.2773
27031,Cook County,Minnesota,7.6,0.2442
27033,Cottonwood County,Minnesota,7.6,0.6253
27077,Lake Of The Woods County,Minnesota,7.6,0.1219
27103,Nicollet County,Minnesota,7.6,0.5138
27113,Pennington County,Minnesota,7.6,0.2904
27163,Washington County,Minnesota,7.6,0.5645
29001,Adair County,Missouri,7.6,0.5836
29109,Lawrence County,Missouri,7.6,0.5766
29225,Webster County,Missouri,7.6,0.4088
30021,Dawson County,Montana,7.6,0.1009
30095,Stillwater County,Montana,7.6,0.2165
31007,Banner County,Nebraska,7.6,0.3002
31049,Deuel County,Nebraska,7.6,0.5275
31137,Phelps County,Nebraska,7.6,0.3954
31177,Washington County,Nebraska,7.6,0.2028
35051,Sierra County,New Mexico,7.6,0.7883
36087,Rockland County,New York,7.6,0.916
37137,Pamlico County,North Carolina,7.6,0.6909
37143,Perquimans County,North Carolina,7.6,0.6549
38041,Hettinger County,North Dakota,7.6,0.1289
38047,Logan County,North Dakota,7.6,0.0914
39127,Perry County,Ohio,7.6,0.0306
39163,Vinton County,Ohio,7.6,0.0318
41005,Clackamas County,Oregon,7.6,0.6632
41049,Morrow County,Oregon,7.6,0.9293
41063,Wallowa County,Oregon,7.6,0.3591
42111,Somerset County,Pennsylvania,7.6,0.2089
46039,Deuel County,South Dakota,7.6,0.2744
46049,Faulk County,South Dakota,7.6,0.0369
48059,Callahan County,Texas,7.6,0.4273
48135,Ector County,Texas,7.6,0.9758
48197,Hardeman County,Texas,7.6,0.872
48381,Randall County,Texas,7.6,0.7004
49023,Juab County,Utah,7.6,0.467
49029,Morgan County,Utah,7.6,0.1827
49035,Salt Lake County,Utah,7.6,0.8309
50005,Caledonia County,Vermont,7.6,0.1933
51003,Albemarle County,Virginia,7.6,0.7154
51021,Bland County,Virginia,7.6,0.0357
51115,Mathews County,Virginia,7.6,0.2098
51685,Manassas Park City,Virginia,7.6,0.9784
53033,King County,Washington,7.6,0.9048
55061,Kewaunee County,Wisconsin,7.6,0.2869
56007,Carbon County,Wyoming,7.6,0.7673
56045,Weston County,Wyoming,7.6,0.4276
05083,Logan County,Arkansas,7.7,0.4132
05117,Prairie County,Arkansas,7.7,0.2174
05127,Scott County,Arkansas,7.7,0.4877
06035,Lassen County,California,7.7,0.7832
06103,Tehama County,California,7.7,0.8469
08001,Adams County,Colorado,7.7,0.9443
08099,Prowers County,Colorado,7.7,0.9032
12103,Pinellas County,Florida,7.7,0.773
13111,Fannin County,Georgia,7.7,0.2977
13171,Lamar County,Georgia,7.7,0.4034
13241,Rabun County,Georgia,7.7,0.567
17025,Clay County,Illinois,7.7,0.3286
17163,St. Clair County,Illinois,7.7,0.6539
17167,Sangamon County,Illinois,7.7,0.4234
18147,Spencer County,Indiana,7.7,0.1888
18151,Steuben County,Indiana,7.7,0.3728
19091,Humboldt County,Iowa,7.7,0.4104
19139,Muscatine County,Iowa,7.7,0.7705
19183,Washington County,Iowa,7.7,0.5231
20025,Clark County,Kansas,7.7,0.4339
20111,Lyon County,Kansas,7.7,0.8217
22049,Jackson Parish,Louisiana,7.7,0.6154
22125,West Feliciana Parish,Louisiana,7.7,0.6425
23007,Franklin County,Maine,7.7,0.1213
26061,Houghton County,Michigan,7.7,0.3607
26071,Iron County,Michigan,7.7,0.0793
26097,Mackinac County,Michigan,7.7,0.5508
26109,Menominee County,Michigan,7.7,0.1611
26137,Otsego County,Michigan,7.7,0.0837
27011,Big Stone County,Minnesota,7.7,0.1589
27119,Polk County,Minnesota,7.7,0.4409
27173,Yellow Medicine County,Minnesota,7.7,0.4295
29017,Bollinger County,Missouri,7.7,0.0665
29025,Caldwell County,Missouri,7.7,0.1999
29067,Douglas County,Missouri,7.7,0.1547
29079,Grundy County,Missouri,7.7,0.4317
29157,Perry County,Missouri,7.7,0.0544
30033,Garfield County,Montana,7.7,0
30053,Lincoln County,Montana,7.7,0.2499
31065,Furnas County,Nebraska,7.7,0.1433
31133,Pawnee County,Nebraska,7.7,0.1716
32015,Lander County,Nevada,7.7,0.8558
33001,Belknap County,New Hampshire,7.7,0.1016
33013,Merrimack County,New Hampshire,7.7,0.4288
37019,Brunswick County,North Carolina,7.7,0.5603
37033,Caswell County,North Carolina,7.7,0.7316
37173,Swain County,North Carolina,7.7,0.5151
38009,Bottineau County,North Dakota,7.7,0.1146
